Centro Poblado,Aeropuerto,Distancia(Km),Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,Tipo_Cobertura
LA FRONTERA,HOTEL DEL CAMPO - CA,9.83265475501862,True,HOTEL DEL CAMPO - CA,9.83265475501862,FARFAN HERIBERTO GIL MAR,76.8788969386829,LA NUBIA,57.9045969630521,MATECAÑA,25.8738883024385,Internacional
EL PLANAZO,HOTEL DEL CAMPO - CA,16.4372059605083,True,HOTEL DEL CAMPO - CA,16.4372059605083,FARFAN HERIBERTO GIL MAR,79.8424328367029,LA NUBIA,57.1973691932006,MATECAÑA,29.1022244450433,Internacional
LA 18 GUAYABAL,HOTEL DEL CAMPO - CA,17.1856686518042,True,HOTEL DEL CAMPO - CA,17.1856686518042,FARFAN HERIBERTO GIL MAR,83.3683131116994,LA NUBIA,53.3604509839363,MATECAÑA,26.2793682774452,Internacional
URBANIZACIÓN EL CANEY,HOTEL DEL CAMPO - CA,16.8743373340231,True,HOTEL DEL CAMPO - CA,16.8743373340231,FARFAN HERIBERTO GIL MAR,84.0617595740137,LA NUBIA,52.2982990811533,MATECAÑA,25.0510235042209,Internacional
CONDOMINIO BOSQUES DE TOSCANA,HOTEL DEL CAMPO - CA,18.6417641440958,True,HOTEL DEL CAMPO - CA,18.6417641440958,FARFAN HERIBERTO GIL MAR,85.0531321151535,LA NUBIA,52.0345564801012,MATECAÑA,26.1250656831516,Internacional
CONDOMINIO LA ALDEA,HOTEL DEL CAMPO - CA,21.5764870966154,True,HOTEL DEL CAMPO - CA,21.5764870966154,FARFAN HERIBERTO GIL MAR,89.8352475933783,LA NUBIA,47.2942375066122,MATECAÑA,24.0208758773643,Internacional
CONDOMINIO LOS ABEDULES Y YARUMOS I,HOTEL DEL CAMPO - CA,21.5470835626503,True,HOTEL DEL CAMPO - CA,21.5470835626503,FARFAN HERIBERTO GIL MAR,89.5720054697711,LA NUBIA,47.6709301956486,MATECAÑA,24.3663167157612,Internacional
CONDOMINIO LOS ROBLES,HOTEL DEL CAMPO - CA,21.0850562158146,True,HOTEL DEL CAMPO - CA,21.0850562158146,FARFAN HERIBERTO GIL MAR,89.4774647089268,LA NUBIA,47.4578084134641,MATECAÑA,23.7357136398751,Internacional
CONDOMINIO LOS ROSALES,HOTEL DEL CAMPO - CA,18.835073004566,True,HOTEL DEL CAMPO - CA,18.835073004566,FARFAN HERIBERTO GIL MAR,84.0757939814559,LA NUBIA,53.4230190011099,MATECAÑA,27.505855684423,Internacional
CONDOMINIO QUINTAS DEL BOSQUE,HOTEL DEL CAMPO - CA,19.1080146799873,True,HOTEL DEL CAMPO - CA,19.1080146799873,FARFAN HERIBERTO GIL MAR,85.4952202051941,LA NUBIA,51.7398038857473,MATECAÑA,26.206566085285,Internacional
VILLA LIGIA,HOTEL DEL CAMPO - CA,21.0963309768422,True,HOTEL DEL CAMPO - CA,21.0963309768422,FARFAN HERIBERTO GIL MAR,89.1002593101827,LA NUBIA,48.0333470700704,MATECAÑA,24.3205778182129,Internacional
CONDOMINIO MONTERREY,HOTEL DEL CAMPO - CA,18.4713599556516,True,HOTEL DEL CAMPO - CA,18.4713599556516,FARFAN HERIBERTO GIL MAR,83.9155893733399,LA NUBIA,53.4072730159104,MATECAÑA,27.234030360154,Internacional
CONDOMINIO ANGELES DEL BOSQUE,HOTEL DEL CAMPO - CA,21.9049745354511,True,HOTEL DEL CAMPO - CA,21.9049745354511,FARFAN HERIBERTO GIL MAR,90.2181596532958,LA NUBIA,46.9674157927705,MATECAÑA,23.9974044486791,Internacional
CONDOMINIO CEDRO NEGRO,HOTEL DEL CAMPO - CA,18.7727009070235,True,HOTEL DEL CAMPO - CA,18.7727009070235,FARFAN HERIBERTO GIL MAR,86.1597564263627,LA NUBIA,50.6255093158421,MATECAÑA,24.8960912730967,Internacional
CONDOMINIO RESERVAS DEL BOSQUE,HOTEL DEL CAMPO - CA,18.8820190524312,True,HOTEL DEL CAMPO - CA,18.8820190524312,FARFAN HERIBERTO GIL MAR,84.6683395987484,LA NUBIA,52.6882178468946,MATECAÑA,26.8938590827991,Internacional
EL CONGAL,HOTEL DEL CAMPO - CA,18.1959228560804,True,HOTEL DEL CAMPO - CA,18.1959228560804,FARFAN HERIBERTO GIL MAR,84.1404592329869,LA NUBIA,52.9550663423803,MATECAÑA,26.6345902776335,Internacional
FILANDIA,MATECAÑA,17.8187027388086,True,HOTEL DEL CAMPO - CA,18.4540147846726,FARFAN HERIBERTO GIL MAR,89.8951838508613,LA NUBIA,44.9046969946183,MATECAÑA,17.8187027388086,Internacional
LA INDIA,LOS REMANSOS,44.46144735286,False,LOS REMANSOS,44.46144735286,MORELA,46.2547446830109,YARIGUIES,97.3040293370545,PALONEGRO,143.990125708385,Sin cobertura
LA SILVIA,TUCANES - CA.,4.05219444706851,True,TUCANES - CA.,4.05219444706851,FARFAN HERIBERTO GIL MAR,59.7209866468931,LA NUBIA,75.5480849869637,MATECAÑA,41.541748212125,Aeródromo
FUNDACIÓN AMANECER,TUCANES - CA.,4.0868315978591,True,TUCANES - CA.,4.0868315978591,FARFAN HERIBERTO GIL MAR,58.8424975249311,LA NUBIA,76.3568451234141,MATECAÑA,42.1949079777617,Aeródromo
CONDOMINIO LA ESTACIÓN,TUCANES - CA.,9.68390731079155,True,TUCANES - CA.,9.68390731079155,FARFAN HERIBERTO GIL MAR,67.5058666520708,LA NUBIA,68.8881899811368,MATECAÑA,37.0042794815286,Internacional
CONDOMINIO MORACAWA,TUCANES - CA.,4.27019364538607,True,TUCANES - CA.,4.27019364538607,FARFAN HERIBERTO GIL MAR,59.9087061515981,LA NUBIA,75.4379949340147,MATECAÑA,41.5245377792878,Aeródromo
MONTENEGRO,HOTEL DEL CAMPO - CA,8.74052209855227,True,HOTEL DEL CAMPO - CA,8.74052209855227,FARFAN HERIBERTO GIL MAR,73.8463615773363,LA NUBIA,60.7678015623926,MATECAÑA,27.815553524638,Internacional
EL CUZCO,TUCANES - CA.,7.47925080998845,True,TUCANES - CA.,7.47925080998845,FARFAN HERIBERTO GIL MAR,64.1347680735828,LA NUBIA,69.5101814043461,MATECAÑA,32.9508198168915,Internacional
PUEBLO TAPADO,TUCANES - CA.,7.58044665089512,True,TUCANES - CA.,7.58044665089512,FARFAN HERIBERTO GIL MAR,67.4423192149292,LA NUBIA,67.3286816302594,MATECAÑA,33.6502611240437,Internacional
ONCE CASAS,TUCANES - CA.,5.45581026419072,True,TUCANES - CA.,5.45581026419072,FARFAN HERIBERTO GIL MAR,65.4304072009152,LA NUBIA,68.8465840241112,MATECAÑA,34.1867339680394,Internacional
EL GIGANTE,HOTEL DEL CAMPO - CA,5.29510524860914,True,HOTEL DEL CAMPO - CA,5.29510524860914,FARFAN HERIBERTO GIL MAR,69.193056675095,LA NUBIA,64.5388276433144,MATECAÑA,28.8380347703848,Internacional
CONDOMINIO LA HACIENDA,TUCANES - CA.,8.41576468304855,True,TUCANES - CA.,8.41576468304855,FARFAN HERIBERTO GIL MAR,68.3277555309977,LA NUBIA,66.40615563849,MATECAÑA,32.7923511843989,Internacional
PIJAO,TUCANES - CA.,21.8706895486678,True,TUCANES - CA.,21.8706895486678,FARFAN HERIBERTO GIL MAR,63.6245736463039,PERALES,63.8955891283124,MATECAÑA,53.274227235694,Aeródromo
QUIMBAYA,HOTEL DEL CAMPO - CA,5.50066647382146,True,HOTEL DEL CAMPO - CA,5.50066647382146,FARFAN HERIBERTO GIL MAR,77.8429978226497,LA NUBIA,55.9031672629508,MATECAÑA,21.1444737027806,Internacional
EL LAUREL,HOTEL DEL CAMPO - CA,3.7302776153138,True,HOTEL DEL CAMPO - CA,3.7302776153138,FARFAN HERIBERTO GIL MAR,71.8638609033846,LA NUBIA,61.8854682458986,MATECAÑA,26.4769470070392,Internacional
LA ESPAÑOLA,HOTEL DEL CAMPO - CA,12.3655163445314,True,HOTEL DEL CAMPO - CA,12.3655163445314,FARFAN HERIBERTO GIL MAR,81.8193723501672,LA NUBIA,53.0245947747956,MATECAÑA,22.4557590209776,Internacional
PUERTO ALEJANDRÍA,HOTEL DEL CAMPO - CA,4.43963576916035,True,HOTEL DEL CAMPO - CA,4.43963576916035,FARFAN HERIBERTO GIL MAR,71.8657181238696,LA NUBIA,62.1235887158095,MATECAÑA,24.4469863631936,Internacional
TROCADEROS,HOTEL DEL CAMPO - CA,7.0464011601611,True,HOTEL DEL CAMPO - CA,7.0464011601611,FARFAN HERIBERTO GIL MAR,78.0134248352383,LA NUBIA,55.974719014078,MATECAÑA,22.2729292615665,Internacional
CONDOMINIO CAMPESTRE INCAS PANACA,HOTEL DEL CAMPO - CA,1.27713821015965,True,HOTEL DEL CAMPO - CA,1.27713821015965,FARFAN HERIBERTO GIL MAR,72.3857336001698,LA NUBIA,61.2883681277775,MATECAÑA,24.5097523876786,Internacional
SALENTO,HOTEL DEL CAMPO - CA,27.0028236961346,True,HOTEL DEL CAMPO - CA,27.0028236961346,FARFAN HERIBERTO GIL MAR,94.2526118432558,LA NUBIA,45.159061848215,MATECAÑA,27.0172406083106,Internacional
BOQUÍA,HOTEL DEL CAMPO - CA,25.4244631786152,True,HOTEL DEL CAMPO - CA,25.4244631786152,FARFAN HERIBERTO GIL MAR,93.3558107972978,LA NUBIA,45.066436976424,MATECAÑA,25.4752266817022,Internacional
LA EXPLANACIÓN,EL CARMEN DE CHUCURI,17.5050970119336,True,EL CARMEN DE CHUCURI,17.5050970119336,MORELA,83.2964542593719,YARIGUIES,44.5351359669242,PALONEGRO,76.7626231300431,Aeródromo
CONDOMINIO LAS COLINAS,HOTEL DEL CAMPO - CA,20.2499596670457,True,HOTEL DEL CAMPO - CA,20.2499596670457,FARFAN HERIBERTO GIL MAR,87.1781942684458,LA NUBIA,50.1981719790429,MATECAÑA,25.6770544894075,Internacional
SAN JUAN DE CAROLINA,HOTEL DEL CAMPO - CA,20.0585703749182,True,HOTEL DEL CAMPO - CA,20.0585703749182,FARFAN HERIBERTO GIL MAR,84.5485371669619,LA NUBIA,53.5908648565094,MATECAÑA,28.515022565929,Internacional
ALTAGRACIA,MATECAÑA,9.26422006944199,True,HOTEL DEL CAMPO - CA,17.105023306182,FARFAN HERIBERTO GIL MAR,90.5119392244962,LA NUBIA,43.141104812594,MATECAÑA,9.26422006944199,Internacional
CAIMALITO,INGENIO RISARALDA,3.51801198492416,True,INGENIO RISARALDA,3.51801198492416,CONDOTO MANDINGA,91.2881701396159,LA NUBIA,47.9047551908647,MATECAÑA,16.9741981044564,Internacional
EL PLACER (COMBIA),MATECAÑA,2.22340149706343,True,INGENIO RISARALDA,18.216102855132,FARFAN HERIBERTO GIL MAR,96.0407873231504,LA NUBIA,39.6006428552381,MATECAÑA,2.22340149706343,Internacional
LA CONVENCIÓN,MATECAÑA,7.95754059440539,True,INGENIO RISARALDA,18.8992474322653,JOSE CELESTINO,101.029536222602,LA NUBIA,33.7636291975818,MATECAÑA,7.95754059440539,Internacional
EL ROCÍO,MATECAÑA,4.90963760998474,True,HOTEL DEL CAMPO - CA,23.4580424284495,FARFAN HERIBERTO GIL MAR,96.7586529426248,LA NUBIA,37.1110666604961,MATECAÑA,4.90963760998474,Internacional
LA SELVA,VARSOVIA,27.901740581097,True,VARSOVIA,27.901740581097,SANTIAGO VILA,64.2691846773446,PERALES,38.69687462965,MATECAÑA,83.6229334280403,Nacional
MUNDO NUEVO,CUATRO VIENTOS - CA,30.7971915687286,True,CUATRO VIENTOS - CA,30.7971915687286,SANTIAGO VILA,40.6085001122499,PERALES,80.1817322538012,EL DORADO,86.5483228634057,Aeródromo
TRIBUNAS CORCEGA,MATECAÑA,7.80284035078689,True,HOTEL DEL CAMPO - CA,21.9549668036203,FARFAN HERIBERTO GIL MAR,95.3596658810264,LA NUBIA,38.2880194362018,MATECAÑA,7.80284035078689,Internacional
NUEVA SIRIA,MATECAÑA,4.25723135174047,True,HOTEL DEL CAMPO - CA,19.5807160382967,FARFAN HERIBERTO GIL MAR,92.0073507683416,LA NUBIA,42.6650448505762,MATECAÑA,4.25723135174047,Internacional
LA BANANERA,MATECAÑA,12.3118843986529,True,HOTEL DEL CAMPO - CA,26.7203627821496,JOSE CELESTINO,96.4551663136191,LA NUBIA,33.9894593563618,MATECAÑA,12.3118843986529,Internacional
ALTO ALEGRÍAS,MATECAÑA,11.013099083658,True,HOTEL DEL CAMPO - CA,19.3123945801802,FARFAN HERIBERTO GIL MAR,92.5297161031404,LA NUBIA,41.1929885714993,MATECAÑA,11.013099083658,Internacional
PÉREZ ALTO,MATECAÑA,11.7144991756954,True,HOTEL DEL CAMPO - CA,18.4997499794463,FARFAN HERIBERTO GIL MAR,91.6475708383872,LA NUBIA,42.1088827767952,MATECAÑA,11.7144991756954,Internacional
HUERTAS,MATECAÑA,6.23014373833064,True,HOTEL DEL CAMPO - CA,22.5516307755498,FARFAN HERIBERTO GIL MAR,95.9348784497317,LA NUBIA,37.7890348888904,MATECAÑA,6.23014373833064,Internacional
PITAL DE COMBIA,MATECAÑA,4.72668794356603,True,INGENIO RISARALDA,19.1043272287849,FARFAN HERIBERTO GIL MAR,100.365848302649,LA NUBIA,35.6491167604609,MATECAÑA,4.72668794356603,Internacional
EL CHOCHO,LAS AGUILAS -CA,12.6000969291872,True,LAS AGUILAS -CA,12.6000969291872,FARFAN HERIBERTO GIL MAR,61.8233160766613,BUENAVENTURA-GERARDO TOBAR LOPEZ,56.5170936957758,ALFONSO BONILLA ARAGON,17.7611050656474,Internacional
BARRIO EL BOSQUE,MATECAÑA,6.62464885582586,True,HOTEL DEL CAMPO - CA,24.0855624875229,FARFAN HERIBERTO GIL MAR,97.4781363434996,LA NUBIA,36.2322108199749,MATECAÑA,6.62464885582586,Internacional
BELMONTE BAJO,MATECAÑA,3.86596728762424,True,INGENIO RISARALDA,17.0886727916008,FARFAN HERIBERTO GIL MAR,94.1187467841933,LA NUBIA,41.7688044435238,MATECAÑA,3.86596728762424,Internacional
BRISAS DE CONDINA (LA GRAMÍNEA),MATECAÑA,10.2942576285849,True,HOTEL DEL CAMPO - CA,20.7264907506582,FARFAN HERIBERTO GIL MAR,93.9975437992321,LA NUBIA,39.7013090206359,MATECAÑA,10.2942576285849,Internacional
CARACOL LA CURVA,MATECAÑA,6.22787165611573,True,HOTEL DEL CAMPO - CA,23.3363869141112,FARFAN HERIBERTO GIL MAR,96.7188070155123,LA NUBIA,37.0104385723475,MATECAÑA,6.22787165611573,Internacional
EL CRUCERO DE COMBIA,MATECAÑA,4.24337529780444,True,INGENIO RISARALDA,16.4366978358513,FARFAN HERIBERTO GIL MAR,97.0755052293845,LA NUBIA,39.4374691389073,MATECAÑA,4.24337529780444,Internacional
EL JAZMÍN,MATECAÑA,16.8692795414936,True,INGENIO RISARALDA,30.8401473346917,JOSE CELESTINO,88.7065718337453,LA NUBIA,21.8491809826973,MATECAÑA,16.8692795414936,Internacional
ESPERANZA GALICIA,MATECAÑA,8.24801456028397,True,INGENIO RISARALDA,14.4985070504543,FARFAN HERIBERTO GIL MAR,90.8747778769154,LA NUBIA,45.9866254656792,MATECAÑA,8.24801456028397,Internacional
ESTACIÓN AZUFRAL,INGENIO RISARALDA,1.8180291850273,True,INGENIO RISARALDA,1.8180291850273,CONDOTO MANDINGA,89.2750946994037,LA NUBIA,50.0240772234997,MATECAÑA,18.7597406091348,Internacional
ESTRELLA MORRÓN,MATECAÑA,11.223357849211,True,HOTEL DEL CAMPO - CA,24.4796026750472,FARFAN HERIBERTO GIL MAR,97.6766730539481,LA NUBIA,36.1092462031142,MATECAÑA,11.223357849211,Internacional
CONDINA GUACARY,MATECAÑA,10.5871416010027,True,HOTEL DEL CAMPO - CA,22.1250740075277,FARFAN HERIBERTO GIL MAR,95.3584893170462,LA NUBIA,38.3751160684936,MATECAÑA,10.5871416010027,Internacional
NUEVO SOL,MATECAÑA,3.10265995356725,True,HOTEL DEL CAMPO - CA,20.6503772912832,FARFAN HERIBERTO GIL MAR,93.2236160265527,LA NUBIA,41.3887013721349,MATECAÑA,3.10265995356725,Internacional
PLAN DE VIVIENDA LA UNIÓN,MATECAÑA,3.71178935573076,True,INGENIO RISARALDA,20.0646985371699,FARFAN HERIBERTO GIL MAR,99.7855309299882,LA NUBIA,35.713588610487,MATECAÑA,3.71178935573076,Internacional
PLAN DE VIVIENDA YARUMAL,MATECAÑA,12.6477533649931,True,HOTEL DEL CAMPO - CA,18.9713463648052,FARFAN HERIBERTO GIL MAR,91.9400724742654,LA NUBIA,41.9341544630649,MATECAÑA,12.6477533649931,Internacional
PÉNJAMO,MATECAÑA,6.14462837410398,True,INGENIO RISARALDA,17.5749881140074,FARFAN HERIBERTO GIL MAR,100.827302421621,LA NUBIA,36.0368526772044,MATECAÑA,6.14462837410398,Internacional
ALTO ERAZO,MATECAÑA,3.2562762487913,True,INGENIO RISARALDA,19.9878442250657,FARFAN HERIBERTO GIL MAR,99.3243230764449,LA NUBIA,36.1221509431251,MATECAÑA,3.2562762487913,Internacional
CANCELES,MATECAÑA,7.41734273778707,True,HOTEL DEL CAMPO - CA,25.6297407824464,FARFAN HERIBERTO GIL MAR,99.0305583908566,LA NUBIA,34.6618734902349,MATECAÑA,7.41734273778707,Internacional
EL CONGOLO,MATECAÑA,3.18864490374398,True,HOTEL DEL CAMPO - CA,20.9594020300444,FARFAN HERIBERTO GIL MAR,93.864741117512,LA NUBIA,40.4283700226037,MATECAÑA,3.18864490374398,Internacional
ESTACIÓN VILLEGAS,MATECAÑA,9.6812542793778,True,INGENIO RISARALDA,13.9037852742586,FARFAN HERIBERTO GIL MAR,89.8111819899489,LA NUBIA,47.3797923285834,MATECAÑA,9.6812542793778,Internacional
GALICIA ALTA,MATECAÑA,7.24833520555993,True,INGENIO RISARALDA,14.7281391865345,FARFAN HERIBERTO GIL MAR,91.9028103855666,LA NUBIA,44.8537792273889,MATECAÑA,7.24833520555993,Internacional
GILIPINAS,MATECAÑA,8.27925706920735,True,HOTEL DEL CAMPO - CA,16.0094827753196,FARFAN HERIBERTO GIL MAR,89.2339082244951,LA NUBIA,44.6161211233334,MATECAÑA,8.27925706920735,Internacional
HERIBERTO HERRERA,MATECAÑA,5.30667599569773,True,HOTEL DEL CAMPO - CA,22.81216956537,FARFAN HERIBERTO GIL MAR,96.1446239549136,LA NUBIA,37.6675992562376,MATECAÑA,5.30667599569773,Internacional
LA RENTA,MATECAÑA,2.80411651304398,True,INGENIO RISARALDA,18.930465743842,FARFAN HERIBERTO GIL MAR,98.314742444739,LA NUBIA,37.3673121569932,MATECAÑA,2.80411651304398,Internacional
LA SUIZA,MATECAÑA,19.0570729226263,True,HOTEL DEL CAMPO - CA,28.3962094668406,JOSE CELESTINO,94.4532746848339,LA NUBIA,35.631796839837,MATECAÑA,19.0570729226263,Internacional
LIBARE,MATECAÑA,9.07535911165373,True,HOTEL DEL CAMPO - CA,26.9707632351,JOSE CELESTINO,97.3410277313685,LA NUBIA,33.2719339527885,MATECAÑA,9.07535911165373,Internacional
PÉREZ BAJO,MATECAÑA,10.8813670408929,True,HOTEL DEL CAMPO - CA,17.0528311215881,FARFAN HERIBERTO GIL MAR,90.3732092586157,LA NUBIA,43.2872873432869,MATECAÑA,10.8813670408929,Internacional
TRIBUNAS CONSOTA,MATECAÑA,9.05670209157048,True,HOTEL DEL CAMPO - CA,22.360113033713,FARFAN HERIBERTO GIL MAR,95.7210253631276,LA NUBIA,37.9306336107226,MATECAÑA,9.05670209157048,Internacional
CONDOMINIO ANDALUZ,MATECAÑA,10.3580158793438,True,INGENIO RISARALDA,12.1161448069754,FARFAN HERIBERTO GIL MAR,90.8478238595433,LA NUBIA,47.2109589003465,MATECAÑA,10.3580158793438,Internacional
CONDOMINIO EL PARAISO,MATECAÑA,4.42636877046452,True,INGENIO RISARALDA,16.2151367473392,FARFAN HERIBERTO GIL MAR,94.6242951140004,LA NUBIA,41.6556078798362,MATECAÑA,4.42636877046452,Internacional
CONDOMINIO MACONDO,MATECAÑA,9.94613001419896,True,INGENIO RISARALDA,13.1274263858956,FARFAN HERIBERTO GIL MAR,90.2487722466577,LA NUBIA,47.3069947445751,MATECAÑA,9.94613001419896,Internacional
CONDOMINIO MARACAY,INGENIO RISARALDA,11.029620944609,True,INGENIO RISARALDA,11.029620944609,FARFAN HERIBERTO GIL MAR,89.8804985320071,LA NUBIA,48.8996493558437,MATECAÑA,12.2665291506165,Internacional
CONDOMINIO PALMAR,INGENIO RISARALDA,10.6181769854729,True,INGENIO RISARALDA,10.6181769854729,FARFAN HERIBERTO GIL MAR,90.1394416988708,LA NUBIA,48.8611861409376,MATECAÑA,12.4394923297327,Internacional
GAITAN LA PLAYA,MATECAÑA,8.34413267804918,True,INGENIO RISARALDA,26.6317695281107,JOSE CELESTINO,96.3455982824637,LA NUBIA,30.7067502218277,MATECAÑA,8.34413267804918,Internacional
APÍA,INGENIO RISARALDA,23.8209709677352,True,INGENIO RISARALDA,23.8209709677352,CONDOTO MANDINGA,81.4559336651508,LA NUBIA,53.3096722135559,MATECAÑA,39.5587942853202,Internacional
JORDANIA,INGENIO RISARALDA,28.5640092216078,True,INGENIO RISARALDA,28.5640092216078,CONDOTO MANDINGA,79.4513976972971,LA NUBIA,56.4381605895828,MATECAÑA,44.4764950525062,Aeródromo
TAMBORES,INGENIO RISARALDA,7.81473251976599,True,INGENIO RISARALDA,7.81473251976599,CONDOTO MANDINGA,80.5781601434837,LA NUBIA,58.5002138343206,MATECAÑA,27.1936977708752,Internacional
BELÉN DE UMBRÍA,INGENIO RISARALDA,34.2437691402063,True,INGENIO RISARALDA,34.2437691402063,CONDOTO MANDINGA,90.6625591193452,LA NUBIA,48.3568278464666,MATECAÑA,45.4292679770375,Aeródromo
COLUMBIA,INGENIO RISARALDA,37.0561529521951,True,INGENIO RISARALDA,37.0561529521951,CONDOTO MANDINGA,95.9978424830148,LA NUBIA,44.5834966164742,MATECAÑA,45.9666522174759,Aeródromo
PUENTE UMBRÍA,INGENIO RISARALDA,40.1247499757974,False,INGENIO RISARALDA,40.1247499757974,CONDOTO MANDINGA,94.1753168618508,LA NUBIA,48.6095792143583,MATECAÑA,50.1041556316757,Sin cobertura
TAPARCAL,INGENIO RISARALDA,30.5782539164568,True,INGENIO RISARALDA,30.5782539164568,CONDOTO MANDINGA,90.5755305903281,LA NUBIA,46.6039559806433,MATECAÑA,41.7378797537021,Aeródromo
EL AGUACATE,INGENIO RISARALDA,30.3199298526717,True,INGENIO RISARALDA,30.3199298526717,CONDOTO MANDINGA,92.092916125857,LA NUBIA,44.9271103175995,MATECAÑA,40.7233880194739,Aeródromo
EL CONGO,INGENIO RISARALDA,38.0125080908494,True,INGENIO RISARALDA,38.0125080908494,CONDOTO MANDINGA,93.3494155827833,LA NUBIA,47.9661544148523,MATECAÑA,48.1969419781317,Aeródromo
DOSQUEBRADAS,MATECAÑA,6.49701558561381,True,INGENIO RISARALDA,25.7125001341397,JOSE CELESTINO,98.3108429877085,LA NUBIA,32.8475769550519,MATECAÑA,6.49701558561381,Internacional
ALTO DEL TORO,MATECAÑA,11.2376279464023,True,HOTEL DEL CAMPO - CA,28.7120466528042,JOSE CELESTINO,95.2045287048214,LA NUBIA,31.5985155885104,MATECAÑA,11.2376279464023,Internacional
AGUAZUL,FASCA,3.42262615451084,True,FASCA,3.42262615451084,ALBERTO LLERAS CAMARGO,73.0485271454199,EL ALCARAVAN,24.2324553869688,EL DORADO,184.8901118406,Nacional
COMUNEROS,MATECAÑA,9.38302691283612,True,HOTEL DEL CAMPO - CA,28.1699095510977,JOSE CELESTINO,96.4041078226269,LA NUBIA,32.0806793727932,MATECAÑA,9.38302691283612,Internacional
EL ESTANQUILLO,MATECAÑA,4.56000167138126,True,INGENIO RISARALDA,23.0014443908419,JOSE CELESTINO,100.185125366021,LA NUBIA,34.1094941152835,MATECAÑA,4.56000167138126,Internacional
LA PLAYITA,MATECAÑA,8.96840028888331,True,HOTEL DEL CAMPO - CA,28.0706865075094,JOSE CELESTINO,96.6774050840887,LA NUBIA,32.200838831335,MATECAÑA,8.96840028888331,Internacional
NARANJALES,ALFREDO VASQUEZ COBO,73.3444565730026,False,LA PEDRERA,301.287804956626,VIRGILIO BARCO VARGAS,369.018632604034,TRES DE MAYO,823.65031630509,ALFREDO VASQUEZ COBO,73.3444565730026,Sin cobertura
SANTANA BAJA,MATECAÑA,7.14777945232188,True,INGENIO RISARALDA,24.3019169450441,JOSE CELESTINO,97.7532684428669,LA NUBIA,31.5079752328771,MATECAÑA,7.14777945232188,Internacional
VILLA CAROLA,AGUACLARA,16.1405376345861,True,AGUACLARA,16.1405376345861,ALBERTO LLERAS CAMARGO,93.3239548746692,EL ALCARAVAN,83.0100156265347,EL DORADO,132.744917569104,Aeródromo
LA DIVISA PARTE ALTA,MATECAÑA,9.35295973681143,True,INGENIO RISARALDA,28.5525075911179,JOSE CELESTINO,95.7194056990948,LA NUBIA,30.8425365505719,MATECAÑA,9.35295973681143,Internacional
GUÁTICA,INGENIO RISARALDA,48.2810584600006,False,INGENIO RISARALDA,48.2810584600006,CONDOTO MANDINGA,100.867658434233,LA NUBIA,48.6971666440082,MATECAÑA,56.370513456358,Sin cobertura
SAN CLEMENTE,LA NUBIA,47.7768054621771,False,INGENIO RISARALDA,48.8420197705839,JOSE CELESTINO,100.660187099066,LA NUBIA,47.7768054621771,MATECAÑA,56.4290297949723,Sin cobertura
LA CELIA,INGENIO RISARALDA,16.2430784912036,True,INGENIO RISARALDA,16.2430784912036,CONDOTO MANDINGA,74.998446602797,LA NUBIA,59.4893494014414,MATECAÑA,36.0632155333402,Internacional
ALTO CAUCA,FORTUL,37.0956505639771,True,FORTUL,37.0956505639771,GUSTAVO VARGAS,38.9186776085228,SANTIAGO PEREZ QUIROZ,93.3993376373756,CAMILO DAZA,182.641908711704,Regional
PLAN DE VIVIENDA EL RAYO,MATECAÑA,11.6262452007112,True,INGENIO RISARALDA,19.4020556646895,JOSE CELESTINO,99.405065070329,LA NUBIA,31.8204892345075,MATECAÑA,11.6262452007112,Internacional
ESTACIÓN PEREIRA,INGENIO RISARALDA,10.0746432001572,True,INGENIO RISARALDA,10.0746432001572,CONDOTO MANDINGA,97.2728089280544,LA NUBIA,40.8585035340296,MATECAÑA,13.3539684232278,Internacional
PLAN DE VIVIENDA TACURRUMBI,MATECAÑA,17.930874579863,True,INGENIO RISARALDA,22.4558198002495,JOSE CELESTINO,96.1098813964091,LA NUBIA,28.4827493714658,MATECAÑA,17.930874579863,Internacional
MISTRATÓ,INGENIO RISARALDA,44.792739564734,False,INGENIO RISARALDA,44.792739564734,CONDOTO MANDINGA,91.3917190065178,LA NUBIA,54.8376896199198,MATECAÑA,56.1458761063317,Sin cobertura
PUERTO DE ORO,VOLAR COLOMBIA,58.3781239966483,False,VOLAR COLOMBIA,58.3781239966483,CONDOTO MANDINGA,83.9628069218832,EL CARAÑO,72.816586520251,MATECAÑA,78.5806783991189,Sin cobertura
SAN ANTONIO DEL CHAMI,VOLAR COLOMBIA,51.8636521381216,False,VOLAR COLOMBIA,51.8636521381216,CONDOTO MANDINGA,93.6907612107443,LA NUBIA,64.7691940347536,MATECAÑA,69.5471796097045,Sin cobertura
ALTO PUEBLO RICO,INGENIO RISARALDA,42.8905972033331,False,INGENIO RISARALDA,42.8905972033331,CONDOTO MANDINGA,90.2800235266678,LA NUBIA,54.3933353280512,MATECAÑA,54.541434028359,Sin cobertura
MAMPAY,INGENIO RISARALDA,51.5563691549559,False,INGENIO RISARALDA,51.5563691549559,CONDOTO MANDINGA,93.5380221598372,LA NUBIA,58.721492057363,MATECAÑA,62.6475302056817,Sin cobertura
